,price,expenses,m2,rooms,bathrooms,years,address,barrio,subbarrio,note,link
5,208500,NaN,64,2,2,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal, Buenos Aires - PRO0169_LP482632_1",/departamento-en-venta-en-villa-crespo-3-ambientes--10619933
6,82000,NaN,,0,,,"Doblas 900, Piso 5",Caballito,,Doblas 950 - Dpto dos ambientes,/departamento-en-venta-en-caballito--10628014
7,375000,25000,227,4,4,120,Av de Mayo esq. Salta, Centro,Monserrat,Venta oficina 6 ambientes,/departamento-en-venta-en-monserrat-6-ambientes--5269758
8,47680,NaN,"29,80",0,1,0,Av san Juan 2800,San Cristobal,,"Excelente departamento en torre con amenities, finaliza junio 2022!!!!",/departamento-en-venta-en-san-cristobal-1-ambiente--9009265
9,145000,9531,61,2,1,20,Estado de Israel entre Castillo y Jufré,Villa Crespo,,Venta departamento de 3 ambientes,/departamento-en-venta-en-villa-crespo-3-ambientes--10681075
10,213000,5100,64,2,2,0,Quesada 3100,Nuñez,,"Departamento Semipiso  en Venta ubicado en Núñez, Capital Federal, Buenos Aire - PRO0489_LP475813_1",/departamento-en-venta-en-nunez-3-ambientes--10071754
11,128000,NaN,,2,1,,"Gdero Baigorria 3500, Piso 2",Villa del Parque,,"VILLA DEL PARQUE VENTA DEPTO 3 AMBIENTES, MUY BUEN ESTADO EXC. UBICACION DIGNO DE VER!!!!",/departamento-en-venta-en-villa-del-parque-3-ambientes--8929213
12,395000,26000,145,3,2,40,Godoy Cruz entre Libertador     y Seguí, Palermo,Palermo Nuevo,Venta departamento de 4 ambientes con cochera,/departamento-en-venta-en-palermo-nuevo-4-ambientes--10702244
13,159000,8900,60,2,1,55,Godoy Cruz entre Beruti               y Juncal,Palermo,,Venta departamento de 3 ambientes,/departamento-en-venta-en-palermo-3-ambientes--10745202
14,250000,11200,67,2,1,40,Bonpland entre Charcas y Paraguay, Palermo,Palermo Hollywood,Venta departamento de 3 ambientes con cochera,/departamento-en-venta-en-palermo-hollywood-3-ambientes--10745430
15,115000,7000,53,1,1,60,AV. MONTES DE OCA 800,Barracas,,"Departamento - Venta - Argentina, Capital Federal - AV. MONTES DE OCA 800",/departamento-en-venta-en-barracas-2-ambientes--8083956
16,59900,6200,32,1,1,40,Salguero al 800,Almagro,,"ALMAGRO, 2 AMBIENTES, VISTA ABIERTA",/departamento-en-venta-en-almagro-2-ambientes--9071589
17,185000,7300,62,2,2,0,Amenabar al 1500,Belgrano,,Departamento - Belgrano,/departamento-en-venta-en-belgrano-3-ambientes--10541785
18,160000,9500,80,3,2,35,Cramer al 2000,Belgrano,,Departamento - Colegiales,/departamento-en-venta-en-belgrano-4-ambientes--10724072
19,190000,NaN,52,1,1,0,"Jose cubas 4400, Piso PB",Villa Devoto,,Excelente Departamento 2 Ambientes - Amplio Patio - A ESTRENAR - Entrega 2022,/departamento-en-venta-en-villa-devoto-2-ambientes--10265023
0,310000,NaN,86,2,2,0,"Jose cubas 4400, Piso 2",Villa Devoto,,Espectauclar Departamento 3 Ambientes A ESTRENAR - Entrega 2022,/departamento-en-venta-en-villa-devoto-3-ambientes--10265306
1,139000,7500,62,2,2,,"Monroe 3300, Piso 8",Coghlan,,Semipiso 3 Ambientes Al Frente C/ Balcon Y lavadero,/departamento-en-venta-en-coghlan-3-ambientes--7325399
2,139000,7500,62,2,2,,"Monroe 3300, Piso 8",Belgrano,,Semipiso 3 Ambientes Al Frente C/ Balcon Y lavadero,/departamento-en-venta-en-belgrano-3-ambientes--7109042
3,175000,10000,74,3,2,50,"Dr. Nicolas Repetto 1100, Piso 2", Caballito,Caballito Norte,Dr. Nicolas Repetto 1135 Caballito CABA,/departamento-en-venta-en-caballito-norte-4-ambientes--8906611
4,126000,6500,46,1,1,,Republica Arabe de Siria 3200, Palermo,Palermo Chico,"Departamento - Venta - Argentina, Capital Federal - Republica Arabe de Siria 3200",/departamento-en-venta-en-palermo-chico-2-ambientes--10098100
5,68000,8000,38,0,1,,Hipolito Yrigoyen al 700 3, Centro,Monserrat,OPORTUNIDAD UNICA - SUPER LUMINOSO - Departamento 2 Ambiente al FRENTE  - MONSERRAT,/departamento-en-venta-en-monserrat-2-ambientes--7550559
6,150000,NaN,35,0,1,0,Av Cramer 3000,Belgrano,,Departamento - Belgrano a estrenar.-Excelente oportunidad de inversion.,/departamento-en-venta-en-belgrano-1-ambiente--6767614
7,112000,8000,46,1,1,9,Vedia al 1600,Nuñez,,Departamento 2 ambientes - Luminoso - Nuñez,/departamento-en-venta-en-nunez-2-ambientes--10793672
8,172000,NaN,55,1,1,0,"Jose cubas 4400, Piso 2",Villa Devoto,,Excelente Departamento 2 Ambientes A ESTRENAR - Entrega 2022,/departamento-en-venta-en-villa-devoto-2-ambientes--8473236
9,295000,22200,70,1,2,0,"Juan Maria Gutierrez 3800, Piso 3", Palermo,Palermo Chico,Exclusivo Semipiso 70m2 Balcón Terraza Parrilla Amenities,/departamento-en-venta-en-palermo-chico-2-ambientes--10783462
10,325000,24150,70,1,2,0,"Juan Maria Gutierrez 3800, Piso 6", Palermo,Palermo Chico,Exclusivo Semipiso 70m2 Balcón Terraza Parrilla Amenities,/departamento-en-venta-en-palermo-chico-2-ambientes--10784145
11,69000,4000,46,1,1,50,"Salguero 1200, Piso 3",Palermo,,AMAPLIO 2 AMBIENTES 46 m2 X ESCALERA A RECICLAR,/departamento-en-venta-en-palermo-2-ambientes--10823764
12,58000,NaN,30,1,1,,11 de Setiembre de 1888 2100, Belgrano,Belgrano Barrancas,"Regio 2 ambientes. P.Baja c/ptio. Exte ubicación.  Mts Barrancas, B Chino y Est Belgrano FFCC  Mitre",/departamento-en-venta-en-belgrano-barrancas-2-ambientes--8478967
13,105000,6900,41,1,1,42,"Quesada 2300, Piso 1º",Belgrano,,DEPARTAMENTO 2 AMBIENTES CON PATIO APTO PROFESIONAL,/departamento-en-venta-en-belgrano-2-ambientes--8131615
14,103000,NaN,53,1,1,0,Paroissien 2640 2600,Saavedra,,DUEÑO VENDE departamento con balcón en Saavedra UPGRADE,/departamento-en-venta-en-saavedra-1-ambiente--9772138
15,65000,4500,36,0,1,9,"Bahia Blanca 1100, Piso 5", Floresta,Floresta Norte,Departamento Un ambiente con cocina separada,/departamento-en-venta-en-floresta-norte--10836468
16,110000,NaN,45,1,2,0,"Av. Monroe 3300, Piso 6",Coghlan,,2 AMBIENTES EN EDIFICIO DE CATEGORIA A ESTRENAR!!,/departamento-en-venta-en-coghlan-2-ambientes--9540928
17,105000,5400,,1,1,60,Carlos Pellegrini 800, Centro,Retiro,VENTA 2 AMBIENTES IMPECABLE Y LUMINOSO,/departamento-en-venta-en-retiro-2-ambientes--8929127
18,125000,7000,77,3,1,60,Lavalle al 2200,Once,,Departamento - Once,/departamento-en-venta-en-once-3-ambientes--10842808
19,119000,9500,58,2,1,40,Larralde al 1900,Nuñez,,Departamento - Nuñez,/departamento-en-venta-en-nunez-3-ambientes--10754471
0,125000,9800,44,1,1,0,Ruiz Huidobro al 3000,Saavedra,,Departamento - Saavedra,/departamento-en-venta-en-saavedra-2-ambientes--10831081
1,110000,6950,37,0,1,0,"Uriarte 2400, Piso 6",Palermo,,"Exc monoambiente divisible, a estrenar, con balcón corrido",/departamento-en-venta-en-palermo-1-ambiente--8090057
2,113000,6950,37,0,1,0,"Uriarte 2400, Piso 7",Palermo,,"Exc monoambiente divisible, a estrenar, con balcón corrido",/departamento-en-venta-en-palermo-1-ambiente--8090082
3,74900,6500,45,1,1,45,Av Dr H Pueyrredon 600,Caballito,,CABALLITO 2 AMB SUPER OPORTUNIDAD 45M²,/departamento-en-venta-en-caballito-2-ambientes--10836080
4,NaN,NaN,200,5,3,35,Peña al 2400, Barrio Norte,Recoleta,Departamento - Recoleta,/departamento-en-venta-en-recoleta-8-ambientes--10798478
5,119500,NaN,46,1,1,0,Neuquen al 2000,Caballito,,"Huenú Carú - Neuquén 2019 - 2 Ambientes de 46,5 m2    Balcón de 6,5 m2 !  - Terraza Verde c/ Parrill",/departamento-en-venta-en-caballito-2-ambientes--8434172
6,65000,11000,36,1,1,45,Otamendi al 300,Caballito,,Otamendi 300 - 2 Ambientes - Caballito,/departamento-en-venta-en-caballito-2-ambientes--8972797
7,98900,7000,50,2,1,40,Valentin Virasoro 1000,Caballito,,Virasoro 1000 - 3 Ambientes c/ Balcón - Caballito,/departamento-en-venta-en-caballito-3-ambientes--10410977
8,164500,13337,81,3,2,39,Jauretche 200,Caballito,,"Jauretche 200 - 4 Ambientes c/Balcón, Cochera y Baulera - Caballito",/departamento-en-venta-en-caballito-4-ambientes--9007927
9,85000,3350,40,1,1,7,"Cnel Charlone 1100, Piso 3",Colegiales,,"RETASADO. Con vista abierta y amenities (2 jacuzzis/ deck/ laundry/ parrilla), FINANCIACION U$S o $",/departamento-en-venta-en-colegiales--4410419
10,74000,NaN,50,1,1,0,Pinto al 4700,Saavedra,,Departamento - Saavedra,/departamento-en-venta-en-saavedra-2-ambientes--10848812
11,160000,9500,80,3,2,35,Cramer al 2000,Belgrano,,Departamento - Belgrano,/departamento-en-venta-en-belgrano-3-ambientes--10724035
12,124900,4335,59,2,1,75,Diaz Velez al 3500,Almagro,,Muy lindo 3 amb con balcón al frente. Super luminoso y ventilado. - Almagro,/departamento-en-venta-en-almagro-3-ambientes--8511067
13,68000,8600,34,1,1,40,Guemes al 3800,Palermo,,Departamento  2 amb Planta Baja,/departamento-en-venta-en-palermo-2-ambientes--10854821
14,95000,5000,50,1,1,55,"M Bravo 600, Piso 5", Almagro,Almagro Norte,Venta Dpto 2 amb amplio y luminoso,/departamento-en-venta-en-almagro-norte-2-ambientes--8369184
15,98000,9950,33,0,1,45,Libertador  y Montevideo, Barrio Norte,Recoleta,Venta monoambiente,/departamento-en-venta-en-recoleta-1-ambiente--10856861
16,189700,NaN,64,2,2,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal, Buenos Aires - PRO0153_LP486509_1",/departamento-en-venta-en-villa-crespo-3-ambientes--10861248
17,218000,5800,,2,2,0,Roosevelt 3000,Belgrano,,"Departamento Semipiso  en Venta ubicado en Belgrano, Capital Federal, Buenos A - PRO0495_LP482995_1",/departamento-en-venta-en-belgrano-3-ambientes--10677175
18,110000,NaN,38,1,2,0,CASTILLO al 1200,Palermo,,Departamento - Palermo,/departamento-en-venta-en-palermo-2-ambientes--7940300
19,230000,NaN,87,2,1,30,SOLER al 3200,Palermo,,Departamento - Palermo,/departamento-en-venta-en-palermo-3-ambientes--6709617
0,255000,NaN,100,2,,,Andalgala 1300,Mataderos,,"Departamento - Venta - Argentina, Capital Federal - Andalgala 1300",/departamento-en-venta-en-mataderos-3-ambientes--9036767
1,115000,7000,38,1,,,"OLAZABAL, AV. 4700",Villa Urquiza,,"Departamento - Venta - Argentina, Capital Federal - OLAZABAL, AV. 4700",/departamento-en-venta-en-villa-urquiza-2-ambientes--10839408
2,109900,9500,46,0,1,5,Cordoba al 5500, Palermo,Palermo Soho,"Amplio Monoambiente al Frente Apto Vivienda, Oficina Profes. o Comercial. Con Cochera Fija",/departamento-en-venta-en-palermo-soho-1-ambiente--10868467
3,415000,21330,126,2,1,44,Juncal 3676-78 Piso 6°, Palermo,Botanico,Piso de 3 amb c/dep y escritorio en venta. Excelente ubicación- Palermo,/departamento-en-venta-en-botanico-3-ambientes--10868508
4,275000,4000,65,2,1,,"Miró 500, Piso 9",Caballito,,"Excelente departamento de 3 ambientes con balcón aterrazado, cochera y baulera.",/departamento-en-venta-en-caballito-3-ambientes--6118748
5,444600,NaN,130,3,3,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal, Buenos Aires - PRO0150_LP486506_1",/departamento-en-venta-en-villa-crespo-4-ambientes--10861199
6,49900,5500,24,0,1,40,Gral J J De Urquiza 100,Balvanera,,BALVANERA 1 AMB A REESTRENAR APTO PROF Y CREDITO.,/departamento-en-venta-en-balvanera-1-ambiente--10767725
7,395000,41000,130,3,4,38,"Teodoro Garcia 1700, Piso 8",Belgrano,,4 AMB CON DEPENDENCIA Y BALCON TERRAZA CON PARRILLA,/departamento-en-venta-en-belgrano-4-ambientes--10870284
8,80000,7878,50,2,1,45,"BAIGORRIA 3900, Piso 2",Villa del Parque,,"Departamento - Venta - Argentina, Capital Federal - BAIGORRIA 3952",/departamento-en-venta-en-villa-del-parque-3-ambientes--10846412
9,230000,12000,90,3,2,20,Pedro goyena 1600,Caballito,,Triplex de 5 ambientes con cochera,/departamento-en-venta-en-caballito-5-ambientes--8202486
10,120000,8200,60,2,2,,Av Montes De Oca 1600,Barracas,,DEPTO DE 3 AMBIENTES CON BALCÓN Y COCHERA FIJA OPCIONAL EN VENTA,/departamento-en-venta-en-barracas-3-ambientes--8281664
11,174000,13000,49,1,1,3,"Fray Justo Maria De Oro 2600, Piso 3",Palermo,,2amb con cochera y  balcón con parrilla !! Como A Estrenar,/departamento-en-venta-en-palermo-2-ambientes--10884849
12,63000,3000,"56,80",2,1,,"Av Castañares 4200, Piso 1",Villa Lugano,,DEPARTAMENTO 3 AMB. EN VENTA BARRIO PARQUE AVELLANEDA,/departamento-en-venta-en-villa-lugano-3-ambientes--10838830
13,340000,26000,147,3,2,30,GAVILAN al 400,Flores,,160m2 Excelente Piso de 4 ambientes con dependencia y 2 cocheras,/departamento-en-venta-en-flores-4-ambientes--10407361
14,79000,10269,48,2,1,60,Arenales 3400,Palermo,,"Departamento  en Venta ubicado en Palermo, Capital Federal, Buenos Aires - BTE1809_LP487187_1",/departamento-en-venta-en-palermo-3-ambientes--10885680
15,375000,11861,98,3,,11,Sucre 2900, Belgrano,Belgrano R,Belgrano Semipiso de 3 dormitorios con cochera  - BTE1786_LP479111_1,/departamento-en-venta-en-belgrano-r-4-ambientes--10886721
16,249000,15000,65,2,2,5,"Gorriti 6000, Piso 8-9", Palermo,Palermo Hollywood,Impresionante Duplex con cochera fija y cubierta,/departamento-en-venta-en-palermo-hollywood-3-ambientes--8981791
17,94000,7400,37,1,1,37,Elcano al 3400,Colegiales,,Departamento de 2 ambientes en venta en Belgrano,/departamento-en-venta-en-colegiales-2-ambientes--10364800
18,230000,13000,57,2,,18,"Sarmiento 3900, Piso 14", Almagro,Almagro Norte,Depto 3 amb c/ Cochera - Almagro Norte - Torres de Almagro,/departamento-en-venta-en-almagro-norte-3-ambientes--10890625
19,89500,6000,44,1,1,,"Av Triunvirato 4300, Piso 7",Villa Urquiza,,U$S 56.000.- Y RESTO A FINANCIAR 2 AMBIENTES  44 M2 TODO LUZ!!,/departamento-en-venta-en-villa-urquiza-2-ambientes--10889927
0,185000,1,68,2,1,0,FORMOSA 86 9º piso,Caballito,,Departamentos de 3 ambientes con balcones aterrazados,/departamento-en-venta-en-caballito-3-ambientes--9021549
1,195000,14554,80,3,2,40,Rio de Janeiro 9,Caballito,,4 ambientes en Caballito con  Baulera.,/departamento-en-venta-en-caballito-4-ambientes--6587149
2,135000,8500,61,1,2,5,Faraday 1510,Parque Chacabuco,,2 AMBIENTES CON COCHERA FIJA,/departamento-en-venta-en-parque-chacabuco-2-ambientes--6587239
3,720000,38560,,2,3,12,Ortiz de Ocampo   Quartier 2600, Palermo,Palermo Chico,"Departamento  en Venta ubicado en Palermo Chico, Capital Federal - ALT1789_LP201472_3",/departamento-en-venta-en-palermo-chico-3-ambientes--8998523
4,119000,NaN,58,3,1,,"Pbto M Alberti 900, Piso 3",San Cristobal,,4 AMBIENTES AL FRENTE BALCON,/departamento-en-venta-en-san-cristobal-4-ambientes--10345425
5,299900,12000,92,3,2,6,Pedro Goyena al 1600,Caballito,,100m2 Excelente depto de  4 Ambientes con cochera doble - Caballito - Edificio “Goyena Rubi”,/departamento-en-venta-en-caballito-4-ambientes--10898200
6,115000,NaN,49,1,2,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal, Buenos Aires - PRO0501_LP487565_1",/departamento-en-venta-en-villa-crespo-2-ambientes--10899942
7,210000,NaN,68,2,2,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal, Buenos Aires - PRO0181_LP486902_1",/departamento-en-venta-en-villa-crespo-3-ambientes--10874523
8,150000,5500,36,0,1,8,"Nicolas Rodriguez Peña 1700, Piso 5", Barrio Norte,Recoleta,Monoambiente muy luminoso apto profesional Recoleta,/departamento-en-venta-en-recoleta-1-ambiente--10901932
9,470000,20000,160,3,2,20,"DUMONT, SANTOS 3400, Piso 4",Colegiales,,4 ambientes con cochera y baulera en la Algodonera,/departamento-en-venta-en-colegiales-4-ambientes--10897399
10,133500,6600,69,2,1,40,Serrano al 500,Villa Crespo,,Venta Departamento 3 ambientes y medio gran balcón corrido bajas expensas Villa Crespo Chacarita,/departamento-en-venta-en-villa-crespo-3-ambientes--10739185
11,280000,21000,142,3,3,25,"J Beauchef 500, Piso 6",Caballito,,SEMIPISO EN ESQUINA TODO EXTERNO 4 AMBIENTES CON DEPENDENCIA,/departamento-en-venta-en-caballito-4-ambientes--10739031
12,119000,NaN,60,2,1,,"Gurruchaga 1100, Piso 1", Palermo,Palermo Soho,RETASADO- PALERMO SOHO SIN EXPENSAS 3 AMBIENTES,/departamento-en-venta-en-palermo-soho-3-ambientes--8327692
13,499000,47000,166,4,2,50,"Federico Lacroze 1900, Piso 5",Belgrano,,F Lacroze y Villanueva 5 amb Coch SUM pileta en PB solarium,/departamento-en-venta-en-belgrano-5-ambientes--10323849
14,165000,NaN,69,2,2,0,Torrent al 1200,Villa Urquiza,,A estrenar! Balcón con parrilla,/departamento-en-venta-en-villa-urquiza--10904933
15,145000,NaN,50,2,2,0,Torrent al 1200,Villa Ortuzar,,Departamento - Villa Ortuzar,/departamento-en-venta-en-villa-ortuzar-3-ambientes--10904929
16,120000,8439,55,2,,40,Juramento al 1600,Belgrano,,Vista espectacular a rio y parques!,/departamento-en-venta-en-belgrano-3-ambientes--10904927
17,599000,NaN,124,3,2,0,Juramento 4242 PB 07,Belgrano,,Excelente 4 amb en duplex c/dep de servicio y jardín c/pileta.  A estrenar! Belgrano,/departamento-en-venta-en-belgrano-4-ambientes--7850812
18,95000,NaN,42,1,1,,"Achaval 500, Piso 1",Parque Chacabuco,,ACHAVAL 575,/departamento-en-venta-en-parque-chacabuco--10857583
19,159000,13300,70,2,1,30,"Bogota 900, Piso 1",Caballito,,3 amb Frente. Patio y balcon. Cocina comedor. Lavadero. Vestidor. 83m2. Acepta permuta menor valor,/departamento-en-venta-en-caballito-3-ambientes--9281506
0,489000,27000,161,4,4,60,Austria al 2400, Barrio Norte,Recoleta,Departamento duplex de 5 ambientes en venta en Recoleta,/departamento-en-venta-en-recoleta-5-ambientes--10919172
1,75000,NaN,37,1,1,,Viel 200,Caballito,,Departamento en venta de 1 dormitorio en Caballito,/departamento-en-venta-en-caballito-2-ambientes--10870024
2,129000,6000,80,3,2,,Bogota 2700,Flores,,Depto de cuatro ambientes RECICLADO A NUEVO con gran patio en CABA.,/departamento-en-venta-en-flores-4-ambientes--9651889
3,159000,7100,56,2,1,0,Mendoza al 5500,Villa Urquiza,,"Excelente 3 Ambientes a estrenar, Mendoza y Altolaguirre",/departamento-en-venta-en-villa-urquiza-3-ambientes--10557594
4,89000,5800,44,1,1,60,Avenida Rivadavia 6100,Caballito,,Departamentos 2 ambientes,/departamento-en-venta-en-caballito-2-ambientes--10830385
5,135000,24900,83,3,2,40,Solis al 1100,San Cristobal,,Estupendo Semipiso de 4 Ambientes al Frente en Venta en San Cristobal,/departamento-en-venta-en-san-cristobal-4-ambientes--10265467
6,180000,NaN,60,2,2,10,Av. Dr. Honorio Pueyrredon al 1300,Villa Crespo,,Honorio Pueyrredon 1300 - 3 Ambientes c/ Balcón   Cochera - Villa Crespo,/departamento-en-venta-en-villa-crespo-3-ambientes--10677093
7,128000,NaN,44,1,1,0,Pacheco al 2600,Villa Urquiza,,64m2  - 2 amb con patio  a estrenar con detalles de categoría - Villa Urquiza,/departamento-en-venta-en-villa-urquiza-2-ambientes--10923740
8,340000,NaN,97,3,2,0,CAMPANA al 3200,Villa del Parque,,CAMPANA 3231 3 A *EXCLUSIVOS 4 AMB A ESTRENAR ENTREGA YA- Villa del Parque,/departamento-en-venta-en-villa-del-parque-4-ambientes--10923270
9,126000,7600,48,1,1,10,Hortiguera al 500,Caballito,,Hortiguera 500 -  2 amb apto credito con patio impecable estado- Caballito,/departamento-en-venta-en-caballito-2-ambientes--10916470
10,135000,NaN,60,1,1,5,"San Juan Av 3700, Piso 1",Boedo,,Departamento 2 ambientes excelente estado con 2 patios,/departamento-en-venta-en-boedo-2-ambientes--10927527
11,125000,NaN,47,1,1,0,LUGONES  al 2200, Villa Urquiza,Urquiza R,"EXCELENTE 2 AMBIENTES A ESTRENAR , LUGONES Y OLAZABAL",/departamento-en-venta-en-urquiza-r-2-ambientes--9858873
12,380000,30000,115,3,2,40,"Villanueva 1100, Piso  1",Belgrano,,4 AMBIENTES CON DEPENDECIA PATIO TERRAZA COMO UNA CASA,/departamento-en-venta-en-belgrano-4-ambientes--10861979
13,215000,46000,223,5,4,40,San Martin al 900, Centro,Retiro,Departamento - Retiro,/departamento-en-venta-en-retiro-6-ambientes--10930090
14,79000,6100,32,1,1,40,Manuela Pedraza 2800,Nuñez,,"Departamento  en Venta ubicado en Núñez, Capital Federal, Buenos Aires - NUN3660_LP481657_2",/departamento-en-venta-en-nunez-2-ambientes--10638214
15,227000,NaN,76,2,2,0,Ramallo 2500,Nuñez,,"Departamento Semipiso  en Venta ubicado en Núñez, Capital Federal - NUN3383_LP295910_2",/departamento-en-venta-en-nunez-3-ambientes--10895352
16,120000,7500,34,1,1,5,Moldes 4400,Nuñez,,"Departamento  en Venta ubicado en Núñez, Capital Federal, Buenos Aires - NUN3594_LP447968_1",/departamento-en-venta-en-nunez-2-ambientes--9028151
17,229000,7100,71,2,2,0,Migueletes 1600,Belgrano,,"Departamento Semipiso  en Venta ubicado en Belgrano, Capital Federal - NUN3441_LP355803_2",/departamento-en-venta-en-belgrano-3-ambientes--10834946
18,85000,2000,55,1,1,60,Grecia 3100,Nuñez,,"Departamento Semipiso  en Venta ubicado en Núñez, Capital Federal, Buenos Aire - NUN3620_LP476535_1",/departamento-en-venta-en-nunez-2-ambientes--10142804
19,190000,12000,85,3,3,25,Vedia 2300,Nuñez,,"Departamento Duplex  en Venta ubicado en Núñez, Capital Federal, Buenos Aires - NUN3678_LP488055_1",/departamento-en-venta-en-nunez-4-ambientes--10917460
0,212000,NaN,71,2,2,0,Campana 4300,Villa Devoto,,"Departamento Semipiso  en Venta ubicado en Villa Devoto, Capital Federal - NUN3342_LP275798_1",/departamento-en-venta-en-villa-devoto-3-ambientes--6681430
1,135000,2500,,2,1,60,Av. Congreso 2200,Belgrano,,"Departamento  en Venta ubicado en Belgrano, Capital Federal, Buenos Aires - NUN3580_LP464676_1",/departamento-en-venta-en-belgrano-3-ambientes--9352945
